"DATA DE RESULTADO DA COMPRA";"DATA DE ABERTURA";"ORGÃO SUPERIOR LICITANTE";"ÓRGÃO / ENTIDADE VINCULADA LICITANTE";"UNIDADE GESTORA";"SITUAÇÃO";"MODALIDADE DA LICITAÇÃO";"INSTRUMENTO LEGAL DE CONTRATAÇÃO";"NÚMERO DA LICITAÇÃO";
"15/02/2024";"12/12/2023";"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"INSTITUTO NACIONAL DE CARDIOLOGIA";"Encerrado";"Dispensa de Licitação";"Sem informação";"00106/2023";
"15/02/2024";"24/01/2024";"Ministério da Defesa";"Comando do Exército";"6 BATALHAO DE COMUNICACOES";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00007/2023";
"15/02/2024";"Sem informação";"Ministério da Defesa";"Indústria de Material Bélico do Brasil";"INDUSTRIA DE MATERIAL BELICO DO BRASIL/FJF";"Encerrado";"Dispensa de Licitação";"Sem informação";"90017/2024";
"15/02/2024";"02/02/2024";"Ministério da Educação";"Instituto Federal do Sudeste de Minas Gerais";"INSTITUTO FED CIENCIA TECNOL SUDESTE MG";"Publicado";"Pregão - Registro de Preço";"Sem informação";"90006/2024";
"15/02/2024";"01/02/2024";"Ministério da Defesa";"Comando do Exército";"LABORATORIO QUIMICO FARMACEUTICO DO EXERCITO";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00023/2023";
"15/02/2024";"09/02/2024";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL DAS CLINICAS DA UFG";"Publicado";"Pregão - Registro de Preço";"Sem informação";"90002/2024";
"15/02/2024";"05/09/2023";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL DAS CLINICAS DA UFG";"Evento de Suspensão Publicado";"Pregão - Registro de Preço";"Sem informação";"00102/2023";
"15/02/2024";"19/01/2024";"Ministério da Defesa";"Comando do Exército";"HOSPITAL DE GUARNICAO DE PORTO VELHO";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00031/2023";
"15/02/2024";"22/12/2023";"Ministério da Defesa";"Comando do Exército";"5 BATALHAO DE ENGENHARIA DE CONSTRUCAO";"Evento de Suspensão Publicado";"Pregão - Registro de Preço";"Sem informação";"00020/2023";
"15/02/2024";"13/07/2023";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL UNIVERSITARIO PROF ALBERTO ANTUNES";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00035/2023";
"15/02/2024";"22/09/2023";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL UNIVERSITARIO DA UFSC";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00169/2023";
"15/02/2024";"28/12/2023";"Ministério da Educação";"Instituto Federal de Alagoas";"INST.FED.DE EDUC.,CIENC.E TEC.DE ALAGOAS";"Evento de Resultado de Julgamento Publicado";"Pregão - Registro de Preço";"Sem informação";"00024/2023";
"15/02/2024";"17/01/2024";"Ministério da Defesa";"Comando da Aeronáutica";"BASE AEREA DE SANTA MARIA";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00065/2023";
"15/02/2024";"15/02/2024";"Ministério da Defesa";"Comando do Exército";"POLICLINICA MILITAR DE PORTO ALEGRE";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00011/2023";
"15/02/2024";"16/10/2023";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL UNIVERSTIARIO ANTONIO PEDRO";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00100/2023";
"15/02/2024";"20/12/2023";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL DE CLINICAS DE UBERLANDIA";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00138/2023";
"15/02/2024";"30/11/2023";"Ministério da Educação";"Instituto Federal do Sul de Minas Gerais";"INST.FED.DE EDUC.,CIENC.E TEC.DO SUL DE MG";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00543/2023";
"15/02/2024";"13/11/2023";"Ministério de Minas e Energia";"Agência Nacional de Energia Elétrica";"AGENCIA NACIONAL DE ENERGIA ELETRICA";"Evento de Resultado de Julgamento Publicado";"Pregão - Registro de Preço";"Contrato";"00024/2023";
"15/02/2024";"16/01/2024";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"MATERNIDADE CLIMERIO DE OLIVEIRA";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00044/2023";
"15/02/2024";"10/01/2024";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"MATERNIDADE CLIMERIO DE OLIVEIRA";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00043/2023";
"15/02/2024";"27/10/2023";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL ESCOLA DA UFPEL";"Evento de Alteração Publicado";"Pregão - Registro de Preço";"Sem informação";"00073/2023";
"15/02/2024";"Sem informação";"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"DISTRITO SANIT.ESP.INDIGENA - MG/ES";"Encerrado";"Dispensa de Licitação";"Contrato";"00048/2023";
"15/02/2024";"17/01/2024";"Ministério da Defesa";"Comando do Exército";"3 BATALHAO DE COMUNICACOES";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00003/2023";
"15/02/2024";"19/07/2023";"Ministério da Defesa";"Comando do Exército";"18 BATALHAO DE INFANTARIA MOTORIZADO";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00004/2023";
"15/02/2024";"Sem informação";"Ministério da Defesa";"Comando do Exército";"23 ESQUADRAO DE CAVALARIA DE SELVA";"Anulação";"Dispensa de Licitação";"Sem informação";"90001/2024";
"15/02/2024";"27/07/2023";"Ministério da Defesa";"Comando do Exército";"HOSPITAL GERAL DE SALVADOR";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00018/2023";
"15/02/2024";"05/02/2024";"Ministério da Educação";"Instituto Federal do Triângulo Mineiro";"INST.FED.DE EDUC.,CIENC.E TEC.DO TRIA.MINEIRO";"Evento de Resultado de Julgamento Publicado";"Pregão - Registro de Preço";"Sem informação";"00055/2023";
"15/02/2024";"22/01/2024";"Ministério da Defesa";"Comando da Marinha";"HOSPITAL NAVAL MARCILIO DIAS";"Evento de Alteração Publicado";"Pregão - Registro de Preço";"Sem informação";"00092/2023";
"15/02/2024";"17/10/2023";"Ministério da Defesa";"Comando da Marinha";"ESTACAO NAVAL DO RIO GRANDE";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00016/2023";
"15/02/2024";"15/02/2024";"Ministério da Defesa";"Comando da Marinha";"CAPITANIA DOS PORTOS DO PARANA";"Publicado";"Pregão - Registro de Preço";"Sem informação";"90001/2024";
"15/02/2024";"Sem informação";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL UNIVERSITARIO DE BRASILIA";"Encerrado";"Dispensa de Licitação";"Sem informação";"90004/2024";
"15/02/2024";"10/10/2023";"Ministério da Defesa";"Comando do Exército";"18 BATALHAO DE INFANTARIA MOTORIZADO";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00006/2023";
"15/02/2024";"20/12/2023";"Ministério da Educação";"Fundação Universidade Federal de Sergipe";"FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE";"Evento de Resultado de Julgamento Publicado";"Pregão - Registro de Preço";"Sem informação";"00102/2023";
"15/02/2024";"16/01/2024";"Ministério da Defesa";"Comando da Marinha";"ESTACAO NAVAL DO RIO GRANDE";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00006/2023";
"15/02/2024";"Sem informação";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL DAS CLINICAS DA UFMG";"Encerrado";"Dispensa de Licitação";"Sem informação";"00234/2023";
"15/02/2024";"Sem informação";"Ministério de Minas e Energia";"Empresa de Pesquisa Energética";"EMPRESA DE PESQUISA ENERGETICA";"Encerrado";"Dispensa de Licitação";"Sem informação";"90001/2024";
"15/02/2024";"Sem informação";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"EBSERH CHC-UFPR";"Encerrado";"Inexigibilidade de Licitação";"Sem informação";"90016/2024";
"15/02/2024";"16/11/2023";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"EBSERH COMPLEXO HOSPITALAR DO CEARA";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00105/2023";
"15/02/2024";"Sem informação";"Ministério da Defesa";"Comando do Exército";"23 ESQUADRAO DE CAVALARIA DE SELVA";"Encerrado";"Dispensa de Licitação";"Sem informação";"90005/2024";
"15/02/2024";"24/01/2024";"Ministério da Defesa";"Comando do Exército";"HOSPITAL MILITAR DE AREA DE BRASILIA";"Evento de Alteração Publicado";"Pregão - Registro de Preço";"Sem informação";"00012/2023";
"15/02/2024";"Sem informação";"Ministério da Defesa";"Comando do Exército";"2 BATALHAO DE INFANTARIA MOTORIZADO (ES)";"Encerrado";"Dispensa de Licitação";"Contrato";"90001/2024";
"15/02/2024";"Sem informação";"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"DISTRITO SANIT.ESP.INDIGENA - MARANHAO";"Evento de Resultado de Julgamento Publicado";"Tomada de Preços";"Sem informação";"00004/2023";
"15/02/2024";"20/11/2023";"Ministério da Defesa";"Comando do Exército";"HOSPITAL GERAL DE BELEM";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00008/2023";
"15/02/2024";"07/02/2024";"Ministério da Educação";"Fundação Universidade de Brasília";"FUNDACAO UNIVERSIDADE DE BRASILIA - FUB";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00032/2023";
"15/02/2024";"15/02/2024";"Ministério da Defesa";"Comando da Aeronáutica";"ESCOLA DE ESPECIALISTAS DE AERONAUTICA";"Publicado";"Pregão";"Sem informação";"90007/2024";
"15/02/2024";"Sem informação";"Ministério da Defesa";"Comando do Exército";"23 ESQUADRAO DE CAVALARIA DE SELVA";"Encerrado";"Dispensa de Licitação";"Sem informação";"90003/2024";
"15/02/2024";"Sem informação";"Ministério da Defesa";"Comando do Exército";"23 ESQUADRAO DE CAVALARIA DE SELVA";"Anulação";"Dispensa de Licitação";"Sem informação";"90002/2024";
"15/02/2024";"Sem informação";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL DAS CLINICAS DA UFMG";"Encerrado";"Dispensa de Licitação";"Sem informação";"90014/2024";
"15/02/2024";"Sem informação";"Ministério da Defesa";"Comando do Exército";"COMISSAO REGIONAL DE OBRAS/3";"Evento de Resultado de Julgamento Publicado";"Tomada de Preços";"Sem informação";"00034/2023";
"15/02/2024";"25/01/2024";"Ministério do Trabalho";"Instituto Nacional do Seguro Social";"SUPERINTENDENCIA REGIONAL SUDESTE III";"Evento de Resultado de Julgamento Publicado";"Pregão";"Sem informação";"00007/2023";
"15/02/2024";"Sem informação";"Ministério da Defesa";"Comando do Exército";"COMISSAO REGIONAL DE OBRAS/3";"Evento de Resultado de Julgamento Publicado";"Tomada de Preços";"Sem informação";"00018/2023";
"15/02/2024";"09/02/2024";"Ministério da Justiça e Segurança Pública";"Conselho Administrativo de Defesa Econômica";"CONSELHO ADMINISTRATIVO DE DEFESA ECONOMICA";"Evento de Resultado de Julgamento Publicado";"Pregão";"Sem informação";"90001/2024";
"15/02/2024";"29/01/2024";"MINISTERIO DA ECONOMIA";"BANCO CENTRAL DO BRASIL-ORC.FISCAL/SEG.SOCIAL";"BANCO CENTRAL DO BRASIL - CURITIBA";"Publicado";"Pregão";"Contrato";"90002/2024";
"15/02/2024";"Sem informação";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL UNIVERSTIARIO ANTONIO PEDRO";"Encerrado";"Dispensa de Licitação";"Sem informação";"90032/2024";
"15/02/2024";"14/11/2023";"Ministério da Defesa";"Comando da Aeronáutica";"ESCOLA PREPARATORIA DE CADETES DO AR";"Publicado";"Pregão";"Contrato";"00057/2023";
"15/02/2024";"31/01/2024";"Ministério da Economia";"Comissão de Valores Mobiliários";"COMISSAO DE VALORES MOBILIARIOS";"Publicado";"Pregão";"Contrato";"00018/2023";
"15/02/2024";"15/01/2024";"Ministério de Minas e Energia";"Agência Nacional do Petróleo, Gás Natural e Biocombustíveis";"ESCRITORIO CENTRAL DA ANP";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00045/2023";
"15/02/2024";"Sem informação";"Ministério da Economia";"Ministério da Economia - Unidades com vínculo direto";"BANCO DA AMAZONIA S/A";"Evento de Anulação Publicado";"Concorrência";"Sem informação";"00001/2023";
"15/02/2024";"15/01/2024";"Ministério da Agricultura, Pecuária e Abastecimento";"Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto";"LABORATORIO FEDERAL DE DEFESA AGROPECUARIA/SP";"Evento de Resultado de Julgamento Publicado";"Pregão - Registro de Preço";"Contrato";"00013/2023";
"15/02/2024";"18/12/2023";"Ministério da Infraestrutura";"Departamento Nacional de Infraestrutura de Transportes";"SUPERINTENDENCIA REG. NO ESTADO SP - DNIT";"Evento de Resultado de Julgamento Publicado";"Pregão";"Contrato";"00564/2023";
"15/02/2024";"01/02/2024";"Ministério da Defesa";"Comando da Marinha";"CENTRO DE INTENDENCIA TECNOLOGICO DA MARINHA";"Publicado";"Pregão";"Contrato";"90002/2024";
"15/02/2024";"20/12/2023";"Ministério do Desenvolvimento Regional";"Companhia de Desenvolvimento dos Vales do São Francisco e do Parnaíba";"CIA DE DES.DOS VALES DO S.FRANC E DO PARNAIBA";"Divulgado";"Pregão - Registro de Preço";"Sem informação";"00003/2023";
"15/02/2024";"08/01/2024";"Ministério da Educação";"Universidade Federal da Bahia";"COMPLEXO HOSPITALAR E DE SAUDE DA UFBA";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00076/2023";
"15/02/2024";"18/01/2024";"Ministério da Educação";"Universidade Federal de São Paulo";"UNIFESP-UNIVERSIDADE FEDERAL DE SAO PAULO";"Evento de Alteração Publicado";"Pregão - Registro de Preço";"Sem informação";"00152/2023";
"15/02/2024";"Sem informação";"Ministério da Educação";"Instituto Federal do Sul de Minas Gerais";"INST.FED.DE EDUC.,CIENC.E TEC.DO SUL DE MG";"Encerrado";"Dispensa de Licitação";"Contrato";"90002/2024";
"15/02/2024";"18/01/2024";"Ministério das Comunicações";"Agêncial Nacional de Telecomunicações";"AGENCIA NACIONAL DE TELECOMUNICACOES-PA";"Publicado";"Pregão";"Contrato";"90001/2024";
"15/02/2024";"13/12/2023";"Ministério da Defesa";"Comando da Aeronáutica";"GRUPAMENTO DE APOIO DO DISTRITO FED";"Publicado";"Pregão";"Sem informação";"00109/2023";
"15/02/2024";"08/02/2024";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL UNIVERSITARIO ONOFRE LOPES";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00113/2023";
"15/02/2024";"20/12/2023";"Ministério do Desenvolvimento Regional";"Companhia de Desenvolvimento dos Vales do São Francisco e do Parnaíba";"CIA DE DES.DOS VALES DO S.FRANC.E DO PARNAIBA";"Evento de Resultado de Julgamento Publicado";"Pregão";"Sem informação";"00099/2023";
"15/02/2024";"23/01/2024";"Tribunal de Contas da União";"Tribunal de Contas da União - Unidades com vínculo direto";"PROJETO DE APOIO A MODERNIZACAO/TCU";"Divulgado";"Pregão";"Sem informação";"90001/2024";
"15/02/2024";"04/01/2024";"Ministério da Educação";"Fundo Nacional de Desenvolvimento da Educação";"FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO";"Publicado";"Pregão";"Sem informação";"00013/2023";
"15/02/2024";"29/01/2024";"Justiça do Trabalho";"Justiça do Trabalho - Unidades com vínculo direto";"TRIBUNAL SUPERIOR DO TRABALHO";"Evento de Resultado de Julgamento Publicado";"Pregão";"Sem informação";"90006/2024";
"15/02/2024";"13/11/2023";"Ministério da Infraestrutura";"Ministério da Infraestrutura - Unidades com vínculo direto";"COMPANHIA DOCAS DO ESTADO DE SAO PAULO";"Evento de Adiamento Publicado";"Pregão";"Sem informação";"00046/2023";
"15/02/2024";"15/12/2023";"Presidência da República";"Presidência da República";"GABINETE DE SEGURANCA INSTITUCIONAL/PR";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00021/2023";
"15/02/2024";"11/01/2024";"Ministério da Defesa";"Comando da Aeronáutica";"SEGUNDO CENTRO INT.DEF.AEREA CONTR.TFG.AEREO";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00114/2023";
"15/02/2024";"07/02/2024";"Ministério da Educação";"Universidade Federal do Rio Grande do Sul";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00083/2023";
"15/02/2024";"18/12/2023";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL UNIVERSITARIO DE SANTA MARIA";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00175/2023";
"15/02/2024";"01/02/2024";"Ministério da Defesa";"Comando da Aeronáutica";"BASE AEREA DE DE ANAPOLIS";"Evento de Adiamento Publicado";"Pregão - Registro de Preço";"Sem informação";"90008/2024";
"15/02/2024";"27/11/2023";"Ministério da Economia";"Fundação Instituto Brasileiro de Geografia e Estatística";"UNIDADE ESTADUAL DO IBGE NO RIO DE JANEIRO";"Evento de Alteração Publicado";"Pregão";"Contrato";"00003/2023";
"15/02/2024";"30/01/2024";"Ministério da Educação";"Universidade Federal de São Paulo";"UNIFESP-UNIVERSIDADE FEDERAL DE SAO PAULO";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00175/2023";
"15/02/2024";"12/12/2023";"Ministério da Defesa";"Comando do Exército";"71º BATALHAO DE INFANTARIA MOTORIZADO";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00005/2023";
"15/02/2024";"09/01/2024";"Ministério da Educação";"Universidade Federal de São Paulo";"UNIFESP-UNIVERSIDADE FEDERAL DE SAO PAULO";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00174/2023";
"15/02/2024";"Sem informação";"Ministério da Educação";"Instituto Federal de São Paulo";"INSTITUTO FEDERAL DE SAO PAULO";"Encerrado";"Dispensa de Licitação";"Contrato";"91584/2024";
"15/02/2024";"22/01/2024";"Ministério da Defesa";"Ministério da Defesa - Unidades com vínculo direto";"SECRETARIA EXECUTIVA/OPERACAO ACOLHIDA";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00038/2023";
"15/02/2024";"16/01/2024";"Ministério da Defesa";"Comando da Marinha";"DIRETORIA DE PORTOS E COSTAS";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00005/2023";
"15/02/2024";"10/01/2024";"Ministério da Justiça e Segurança Pública";"Departamento de Polícia Federal";"SUPERINTENDENCIA REGIONAL NO ESTADO DO PR";"Evento de Alteração Publicado";"Pregão";"Contrato";"00011/2023";
"15/02/2024";"05/02/2024";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL UNIVERSITARIO DE SANTA MARIA";"Publicado";"Pregão";"Sem informação";"90007/2024";
"15/02/2024";"15/02/2024";"Ministério da Educação";"Fundação Universidade Federal do ABC";"FUNDACAO UNIVERSIDADE FEDERAL DO ABC";"Evento de Resultado de Julgamento Publicado";"Pregão";"Contrato";"90001/2024";
"15/02/2024";"18/12/2023";"Ministério da Educação";"Universidade Federal de São Paulo";"UNIFESP-UNIVERSIDADE FEDERAL DE SAO PAULO";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00142/2023";
