"DATA ASSINATURA CONTRATO";"DATA PUBLICAÇÃO DOU";"DATA INÍCIO VIGÊNCIA";"DATA FIM VIGÊNCIA";"ORGÃO SUPERIOR CONTRATANTE";"ÓRGÃO / ENTIDADE VINCULADA CONTRATANTE";"UNIDADE GESTORA CONTRATANTE";"FORMA DE CONTRATAÇÃO";"GRUPO DE OBJETO DE CONTRATAÇÃO";"NÚMERO DO CONTRATO";"NOME DO FORNECEDOR";"CPF / CNPJ DO FORNECEDOR";"SITUAÇÃO";"VALOR CONTRATADO";
"20/02/2024";"22/02/2024";"20/02/2024";"20/02/2025";"Ministério da Defesa";"Comando da Marinha";"CAPITANIA DOS PORTOS DE SERGIPE";"Inexigibilidade de Licitação";"Outros";"00020/2024";"COOPERATIVA DOS CIRURGIOES DENTISTAS DO ESTADO DE SERGIPE - COOPERDONTO";"02.725.037/0001-02";"Não se aplica";"130.000,08";
"08/03/2024";"13/03/2024";"08/03/2024";"Sem informação";"Ministério da Economia";"Ministério da Economia - Unidades com vínculo direto";"DELEGACIA DA RFB EM VARGINHA";"Sem Informação";"Serviços";"00007/2024";"COMPANHIA DE SANEAMENTO DE MINAS GERAIS COPASA MG";"17.281.106/0001-03";"Não se aplica";"130.350,98";
"15/01/2024";"17/01/2024";"15/01/2024";"15/01/2029";"Ministério da Justiça e Segurança Pública";"Departamento de Polícia Rodoviária Federal";"SUPERINTENDENCIA REG. POL. RODV. FEDERAL-MT";"Pregão";"Outros";"00006/2024";"ARTECH SERVICOS DE INSTALACAO E REFRIGERACAO LTDA";"15.836.461/0001-76";"Não se aplica";"130.585,35";
"22/02/2024";"28/02/2024";"22/02/2024";"22/08/2024";"Ministério da Educação";"Universidade Federal de Roraima";"UNIVERSIDADE FEDERAL DE RORAIMA";"Pregão - Registro de Preço";"Bens patrimoniais";"00005/2024";"A.N.D CAPELLI LTDA";"45.874.714/0001-67";"Não se aplica";"130.597,88";
"13/03/2024";"19/03/2024";"13/03/2024";"13/03/2025";"Ministério da Defesa";"Comando do Exército";"COMANDO DA 4ª REGIAO MILITAR";"Pregão - Registro de Preço";"Outros";"00013/2024";"SEARA ALIMENTOS LTDA";"02.914.460/0191-70";"Não se aplica";"130.800,00";
"17/04/2024";"22/04/2024";"17/04/2024";"21/02/2025";"Ministério da Educação";"Universidade Federal da Bahia";"UNIVERSIDADE FEDERAL DA BAHIA";"Sem Informação";"Outros";"00019/2024";"FUNDACAO ESCOLA POLITECNICA DA BAHIA";"15.255.367/0001-23";"Não se aplica";"130.815,00";
"03/01/2024";"17/04/2024";"03/01/2024";"03/01/2025";"Ministério da Defesa";"Comando do Exército";"BASE ADM DA BRIGADA DE INFANTARIA PQDT";"Pregão - Registro de Preço";"Outros";"00045/2023";"PONTE PARA OS NEGOCIOS CONSULTORIA E SERVICOS LTDA";"28.470.279/0001-96";"Não se aplica";"130.855,32";
"20/03/2024";"27/03/2024";"20/03/2024";"19/03/2025";"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"INSTITUTO EVANDRO CHAGAS";"Pregão - Registro de Preço";"Outros";"00083/2024";"INTERPRISE INSTRUMENTOS ANALITICOS LTDA";"72.949.449/0001-01";"Não se aplica";"130.889,83";
"01/03/2024";"06/03/2024";"01/03/2024";"01/03/2026";"Ministério da Educação";"Instituto Federal do Espírito Santo";"INST.FED. ESPIRITO SANTO/CAMPUS V.N. DO IMIGR";"Pregão - Registro de Preço";"Serviços";"00002/2024";"ALESSANDRO DE SIQUEIRA SANTOS";"12.839.383/0001-75";"Não se aplica";"130.926,72";
"02/02/2024";"06/02/2024";"26/02/2024";"26/02/2025";"Ministério da Educação";"Instituto Federal do Rio Grande do Norte";"INST. FED. DO RN / CAMPUS PARNAMIRIM";"Pregão - Registro de Preço";"Materiais, Serviços";"00024/2024";"PRIME CONSULTORIA E ASSESSORIA EMPRESARIAL LTDA";"05.340.639/0001-30";"Não se aplica";"130.983,00";
"17/04/2024";"18/04/2024";"17/04/2024";"17/10/2026";"Ministério da Educação";"Instituto Federal Farroupilha";"INST.FED.FARROUPILHA/CAMPUS JULIO CASTILHOS";"Pregão - Registro de Preço";"Outros";"00007/2024";"FELIPE KROTH COSSETIN LTDA";"10.624.384/0001-77";"Não se aplica";"131.250,00";
"07/02/2024";"08/02/2024";"07/02/2024";"07/02/2029";"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"DISTRITO SANIT.ESP.INDIGENA - MG/ES";"Dispensa de Licitação";"Outros";"00006/2024";"EMPREENDIMENTOS FORTALEZA LTDA";"11.793.272/0002-93";"Não se aplica";"131.328,00";
"26/01/2024";"31/01/2024";"15/02/2024";"15/02/2025";"Ministério do Turismo";"Instituto Brasileiro de Museus";"ESCRITORIO DE REPRESENTACAO DO IBRAM/MG-ES";"Pregão";"Serviços";"00003/2024";"ARTEBRILHO LOCACAO DE MAO DE OBRA TEMPORARIA LTDA";"09.576.421/0001-30";"Não se aplica";"131.609,03";
"10/01/2024";"05/02/2024";"10/01/2024";"10/01/2025";"Ministério da Defesa";"Comando do Exército";"3º BATALHAO DE ENGENHARIA DE CONSTRUCAO";"Pregão - Registro de Preço";"Materiais";"00077/2023";"IPIRANGA PRODUTOS DE PETROLEO S.A.";"33.337.122/0001-27";"Não se aplica";"131.700,64";
"23/01/2024";"26/01/2024";"23/01/2024";"23/01/2025";"Ministério do Turismo";"Fundação Cultural Palmares";"FUNDACAO CULTURAL PALMARES";"Pregão";"Serviços";"00002/2024";"S&S SERVICOS E COMERCIOS LTDA";"38.318.284/0001-31";"Não se aplica";"131.999,64";
"05/02/2024";"07/02/2024";"08/02/2024";"08/02/2025";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL UNIV. DR. MIGUEL RIET CORREA JR.";"Pregão - Registro de Preço";"Bens patrimoniais";"00014/2024";"RC MOVEIS E EQUIPAMENTOS HOSPITALARES LTDA";"02.377.937/0001-06";"Não se aplica";"132.000,00";
"17/01/2024";"19/01/2024";"01/02/2024";"01/08/2024";"Ministério do Trabalho";"Instituto Nacional do Seguro Social";"SUPERINTENDENCIA REGIONAL SUDESTE I";"Sem Informação";"Serviços";"00001/2024";"TAIDE EMPREENDIMENTOS IMOBILIARIOS LTDA";"36.703.673/0001-55";"Não se aplica";"132.000,00";
"03/01/2024";"06/02/2024";"03/01/2024";"02/03/2024";"Ministério da Agricultura, Pecuária e Abastecimento";"Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto";"SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/PE";"Sem Informação";"Serviços";"00001/2024";"VPA VIGILANCIA & SEGURANCA LTDA";"14.443.309/0001-60";"Não se aplica";"132.275,26";
"01/02/2024";"02/02/2024";"04/02/2024";"04/02/2025";"Ministério da Educação";"Instituto Federal do Piauí";"INST. FED. PIAUI/CAMPUS CORRENTE";"Pregão - Registro de Preço";"Serviços";"00001/2024";"FUTURA SERVICOS PROFISSIONAIS ADMINISTRATIVOS LTDA";"06.234.467/0001-82";"Não se aplica";"132.536,04";
"28/02/2024";"01/03/2024";"29/02/2024";"28/02/2025";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSP UNIVERSITARIO CASSIANO ANTONIO DE MORAES";"Pregão";"Serviços";"00012/2024";"RODRIGUES TECNOLOGIA LTDA";"16.585.676/0001-24";"Não se aplica";"132.709,20";
"20/02/2024";"20/02/2024";"20/02/2024";"20/02/2025";"Ministério da Defesa";"Comando do Exército";"5º CENTRO DE GEOINFORMACAO";"Pregão - Registro de Preço";"Outros";"00005/2024";"PRIME CONSULTORIA E ASSESSORIA EMPRESARIAL LTDA";"05.340.639/0001-30";"Não se aplica";"132.885,10";
"02/01/2024";"05/01/2024";"02/01/2024";"02/01/2025";"Ministério da Ciência, Tecnologia, Inovações e Comunicações";"Ministério da Ciência, Tecnologia, Inovações e Comunicações - Unidades com vínculo direto";"MUSEU PARAENSE EMILIO GOELDI";"Pregão";"Outros";"00036/2023";"VCS COMERCIO SERVICOS E TRANSPORTES LTDA";"21.700.911/0001-00";"Não se aplica";"132.900,00";
"09/01/2024";"12/01/2024";"16/01/2024";"16/01/2025";"Ministério da Educação";"Fundação Universidade Federal do Piauí";"FUNDACAO UNIVERSIDADE FEDERAL DO PIAUI";"Pregão";"Serviços";"00056/2023";"PRIME CONSULTORIA E ASSESSORIA EMPRESARIAL LTDA";"05.340.639/0001-30";"Não se aplica";"132.958,00";
"20/03/2024";"21/03/2024";"20/03/2024";"20/03/2025";"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"DEPARTAMENTO DE LOGISTICA EM SAUDE - DLOG";"Pregão - Registro de Preço";"Outros";"00099/2024";"BIOTEXTIL INDUSTRIA E COMERCIO LTDA";"01.623.403/0001-50";"Não se aplica";"133.000,00";
"14/03/2024";"05/04/2024";"14/03/2024";"13/03/2025";"Ministério da Educação";"Instituto Federal do Sul de Minas Gerais";"IFSULDEMINAS - CAMPUS MACHADO";"Pregão";"Outros";"90505/2024";"BID COMERCIAL LTDA";"18.670.159/0001-89";"Não se aplica";"133.280,00";
"15/01/2024";"16/01/2024";"16/01/2024";"16/01/2025";"Ministério da Educação";"Fundação Universidade Federal do Piauí";"FUNDACAO UNIVERSIDADE FEDERAL DO PIAUI";"Pregão";"Serviços";"00055/2023";"TICKET SOLUCOES HDFGT S/A";"03.506.307/0001-57";"Não se aplica";"133.406,00";
"11/01/2024";"12/01/2024";"12/01/2024";"22/08/2024";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL UNIVERSITARIO LAURO WANDERLEY";"Pregão - Registro de Preço";"Outros";"00018/2023";"NOVA BIOMEDICAL DIAGNOSTICOS MEDICOS E BIOTECNOLOGIA LTDA.";"18.271.934/0001-23";"Não se aplica";"133.541,52";
"20/03/2024";"22/03/2024";"20/03/2024";"20/03/2025";"Ministério da Defesa";"Comando da Aeronáutica";"GRUPAMENTO DE APOIO DE SAO PAULO";"Pregão - Registro de Preço";"Outros";"00022/2024";"CENTERLAB CENTRAL DE LABORATORIOS LTDA";"56.036.718/0001-92";"Não se aplica";"133.620,00";
"23/03/2024";"19/04/2024";"23/03/2024";"23/03/2025";"Ministério da Defesa";"Comando do Exército";"3º BATALHAO DE ENGENHARIA DE CONSTRUCAO";"Pregão - Registro de Preço";"Outros";"00005/2024";"CYLINDER COMERCIO E SERVICOS LTDA";"02.729.859/0001-61";"Não se aplica";"133.832,61";
"17/01/2024";"18/01/2024";"21/01/2024";"21/01/2025";"Ministério da Ciência, Tecnologia, Inovações e Comunicações";"Ministério da Ciência, Tecnologia, Inovações e Comunicações - Unidades com vínculo direto";"INSTIT.NACIONAL DE PESQUISA DA AMAZONIA-INPA";"Inexigibilidade de Licitação";"Outros";"00004/2024";"CATTEDRA SOLUCOES EM TI LTDA";"15.025.223/0001-80";"Não se aplica";"133.898,36";
"05/04/2024";"12/04/2024";"06/04/2024";"05/04/2025";"Ministério da Educação";"Universidade Tecnológica Federal do Paraná";"UTFPR - CAMPUS MEDIANEIRA";"Pregão - Registro de Preço";"Outros";"00008/2024";"HOSP-LAB BIOMEDICA LTDA";"20.382.201/0001-08";"Não se aplica";"133.900,00";
"01/02/2024";"05/02/2024";"07/02/2024";"07/02/2025";"Ministério da Educação";"Universidade Federal do Rio Grande do Sul";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL";"Sem Informação";"Outros";"00006/2024";"EBSCO INTERNATIONAL";"EX0201222";"Não se aplica";"133.949,75";
"19/02/2024";"21/02/2024";"19/02/2024";"19/02/2025";"Ministério da Defesa";"Comando do Exército";"HOSPITAL MILITAR DE AREA DE MANAUS";"Pregão - Registro de Preço";"Materiais";"00080/2023";"BRAXTER HOSPITALAR LTDA";"46.440.212/0001-90";"Não se aplica";"134.025,00";
"22/01/2024";"23/01/2024";"22/01/2024";"22/01/2025";"Ministério da Educação";"Universidade Federal de Lavras";"UNIVERSIDADE FEDERAL DE LAVRAS";"Inexigibilidade de Licitação";"Serviços";"00008/2024";"LAERDAL MEDICAL IMPORTACAO E COMERCIO DE PRODUTOS MEDICOS LTDA.";"08.014.804/0001-51";"Não se aplica";"134.199,00";
"17/04/2024";"19/04/2024";"18/04/2024";"18/04/2025";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL UNIVERSITARIO DO PIAUI";"Pregão - Registro de Preço";"Outros";"00022/2024";"CENTRO BIONUCLEAR DE DIAGNOSTICO LTDA";"74.045.626/0001-50";"Não se aplica";"134.312,25";
"29/02/2024";"04/03/2024";"20/03/2024";"19/03/2025";"Ministério da Economia";"Ministério da Economia - Unidades com vínculo direto";"SUPERINTENDENCIA REGIONAL DA RFB NA 9A RF";"Pregão";"Serviços";"00019/2024";"GGH ASCENSORES LTDA";"29.081.505/0001-00";"Não se aplica";"134.388,00";
"05/03/2024";"08/03/2024";"05/03/2024";"05/03/2025";"Ministério da Defesa";"Ministério da Defesa - Unidades com vínculo direto";"CENTRO GESTOR OP. SISTEMA PROTECAO AMAZONIA";"Pregão";"Materiais";"00031/2024";"REANUDACION INFORMATICA TELECOMUNICACOES LTDA";"34.069.697/0001-79";"Não se aplica";"134.653,72";
"01/02/2024";"20/02/2024";"01/02/2024";"31/01/2025";"Ministério da Defesa";"Comando do Exército";"BATALHAO MANUTENCAO E SUPRIMENTO DE ARMAMENTO";"Convite";"Serviços";"00005/2024";"MR CAMPOS SERVICOS ELETRICOS LTDA";"11.125.568/0001-55";"Não se aplica";"134.720,00";
"18/03/2024";"22/03/2024";"28/03/2024";"30/10/2025";"Ministério da Ciência, Tecnologia, Inovações e Comunicações";"Centro Nacional de Tecnologia Eletrônica Avançada S.A.";"CENTRO NACIONAL DE TECNOLOGIA ELETRONICA AVAN";"Pregão";"Outros";"00007/2024";"SERVICE IT LTDA";"93.861.557/0001-06";"Não se aplica";"134.723,02";
"19/03/2024";"03/04/2024";"19/03/2024";"18/03/2025";"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"DISTRITO SANIT.ESP.INDIGENA - BAHIA";"Pregão";"Outros";"00009/2024";"TRO LOCACOES DE PIPA LTDA";"34.503.918/0001-75";"Não se aplica";"134.880,00";
"22/02/2024";"01/03/2024";"22/02/2024";"24/01/2025";"Ministério da Defesa";"Comando do Exército";"COMANDO DA 4A BDA DE INFANTARIA LEVE MONTANHA";"Pregão";"Serviços";"00008/2024";"CONSTRUTORA E INCORPORADORA TERSAN LTDA";"43.730.128/0001-13";"Não se aplica";"134.990,00";
"13/03/2024";"19/03/2024";"13/03/2024";"13/03/2029";"Ministério da Educação";"Universidade Federal do Espírito Santo";"CENTRO UNIVERSITARIO NORTE DO ESPIRITO SANTO.";"Pregão";"Outros";"00001/2024";"BIC SOLUCOES EM ALIMENTACAO LTDA";"07.648.286/0001-65";"Não se aplica";"135.000,00";
"05/04/2024";"08/04/2024";"08/04/2024";"08/10/2024";"Ministério da Educação";"Instituto Federal da Bahia";"INST. FED. DA BAHIA/CAMPUS JEQUIE";"Pregão - Registro de Preço";"Outros";"00024/2024";"GOLD COMERCIO LTDA";"30.009.495/0001-80";"Não se aplica";"135.000,00";
"21/04/2024";"17/02/2022";"14/02/2022";"13/02/2023";"Ministério da Defesa";"Comando do Exército";"COMANDO DA 1ª  DIVISAO DE  EXERCITO";"Pregão - Registro de Preço";"Outros";"00001/2022";"ALGAR TELECOM S/A";"71.208.516/0001-74";"Não se aplica";"135.090,24";
"23/01/2024";"31/01/2024";"01/02/2024";"01/08/2026";"Ministério da Educação";"Instituto Federal do Ceará";"CAMPUS IGUATU/IFCE";"Pregão - Registro de Preço";"Outros";"00001/2024";"TREVO SERVICOS E EVENTOS LTDA";"24.109.843/0001-99";"Não se aplica";"135.162,00";
"22/01/2024";"01/02/2024";"23/01/2024";"23/08/2024";"Ministério da Ciência, Tecnologia, Inovações e Comunicações";"Centro Nacional de Tecnologia Eletrônica Avançada S.A.";"CENTRO NACIONAL DE TECNOLOGIA ELETRONICA AVAN";"Dispensa de Licitação";"Outros";"00001/2024";"MOSMANN & GERLACH COMERCIO DE TINTAS LTDA";"27.056.065/0001-05";"Não se aplica";"135.194,09";
"23/02/2024";"27/02/2024";"29/02/2024";"28/02/2025";"MINISTERIO DA ECONOMIA";"BANCO CENTRAL DO BRASIL-ORC.FISCAL/SEG.SOCIAL";"BANCO CENTRAL DO BRASIL - CURITIBA";"Pregão";"Outros";"01245/2024";"PARANA EM REDE SISTEMAS LTDA";"00.995.046/0001-98";"Não se aplica";"135.742,97";
"10/01/2024";"11/01/2024";"15/01/2024";"15/01/2025";"Ministério da Infraestrutura";"Ministério da Infraestrutura - Unidades com vínculo direto";"SUBSECRETARIA PLAN.,ORC.E ADM.-ADMINISTRATIVO";"Pregão";"Outros";"00004/2024";"SEPROL IT SERVICES & CONSULTING LTDA";"76.366.285/0001-40";"Não se aplica";"135.744,00";
"08/04/2024";"10/04/2024";"09/04/2024";"08/04/2025";"Ministério da Defesa";"Comando da Marinha";"CENTRO DE INTENDENCIA DA MARINHA EM MANAUS";"Pregão - Registro de Preço";"Outros";"00002/2024";"OI S.A. - EM RECUPERACAO JUDICIAL";"76.535.764/0001-43";"Não se aplica";"135.877,25";
"08/04/2024";"17/04/2024";"08/04/2024";"08/04/2025";"Ministério da Educação";"Instituto Federal Farroupilha";"CAMPUS FREDERICO WESTPHALEN";"Pregão - Registro de Preço";"Outros";"00005/2024";"GGH ASCENSORES LTDA";"29.081.505/0001-00";"Não se aplica";"136.000,00";
"22/03/2024";"01/04/2024";"22/03/2024";"31/12/2024";"Ministério da Educação";"Instituto Federal de Educação, Ciência e Tecnologia de Goiás";"INST.FED.DE EDUC.,CIENC.E TEC.DE GOIAS";"Sem Informação";"Outros";"00016/2024";"FUNDACAO DE APOIO A EDUCACAO E AO DESENVOLVIMENTO TECNOLOGICO DO RN";"02.852.277/0001-78";"Não se aplica";"136.116,20";
"26/03/2024";"27/03/2024";"26/03/2024";"26/03/2025";"Ministério da Educação";"Instituto Federal do Norte de Minas Gerais";"INST.FED.DE EDUC.,CIENC.E TEC.DO NORTE DE MG";"Pregão";"Outros";"00014/2024";"R A J R SEGURANCA DO TRABALHO E SAUDE OCUPACIONAL LTDA";"33.000.693/0001-71";"Não se aplica";"136.274,56";
"05/02/2024";"04/04/2024";"08/02/2024";"08/02/2026";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL UNIVERSITARIO DA UFMA";"Pregão";"Outros";"00016/2024";"MEDIMAC COMERCIO DE ARTIGOS MEDICOS LTDA";"03.596.923/0001-46";"Não se aplica";"136.300,00";
"27/03/2024";"28/03/2024";"27/03/2024";"27/03/2025";"Ministério da Educação";"Fundação Universidade Federal do Mato Grosso do Sul";"FUNDACAO UNIVERS.FED. DE MATO GROSSO DO SUL";"Pregão - Registro de Preço";"Outros";"00023/2024";"DIAMANTINA COMERCIO E SERVICOS LTDA";"00.696.483/0001-00";"Não se aplica";"136.440,50";
"15/01/2024";"17/01/2024";"15/01/2024";"15/01/2029";"Ministério da Educação";"Instituto Federal do Tocantins";"INST.FED.DE EDUC.,CIENC.E TEC.DO TOCANTINS";"Pregão - Registro de Preço";"Serviços";"00004/2024";"TEIXEIRA IMPRESSAO DIGITAL E SOLUCOES GRAFICAS LTDA";"17.615.848/0001-28";"Não se aplica";"136.598,60";
"16/01/2024";"24/01/2024";"16/01/2024";"15/01/2025";"Ministério da Economia";"Ministério da Economia - Unidades com vínculo direto";"COBRA-COMPUTADORES E SIST.BRASILEIROS S/A";"Sem Informação";"Outros";"30/2024";"COMPUSET INFORMATICA LTDA";"65.529.489/0001-39";"Fechado";"136.664,97";
"27/02/2024";"29/02/2024";"27/02/2024";"27/02/2027";"Ministério da Defesa";"Comando da Aeronáutica";"CENTRO LOGISTICO DA AERONAUTICA";"Pregão - Registro de Preço";"Outros";"00113/2023";"VALE DO RIBEIRA INTERNET LTDA";"07.017.934/0001-85";"Não se aplica";"136.800,00";
"16/01/2024";"22/01/2024";"16/01/2024";"16/01/2025";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"MATERNIDADE CLIMERIO DE OLIVEIRA";"Pregão - Registro de Preço";"Outros";"00004/2024";"SAMTRONIC INDUSTRIA E COMERCIO LTDA";"58.426.628/0001-33";"Não se aplica";"137.014,50";
"21/03/2024";"26/03/2024";"25/03/2024";"Sem informação";"Ministério da Economia";"Comissão de Valores Mobiliários";"COMISSAO DE VALORES MOBILIARIOS";"Sem Informação";"Outros";"00004/2024";"ECONOMATICA SOFTWARE DE APOIO A INVESTIDORES LTDA";"64.919.541/0001-09";"Não se aplica";"137.238,12";
"28/03/2024";"02/04/2024";"28/03/2024";"28/06/2024";"Ministério da Infraestrutura";"Ministério da Infraestrutura - Unidades com vínculo direto";"COMPANHIA DOCAS DO RIO DE JANEIRO";"Sem Informação";"Outros";"00015/2024";"REDAV SERVICOS DE ENGENHARIA LTDA.";"06.328.935/0001-88";"Não se aplica";"137.500,00";
"13/03/2024";"15/03/2024";"13/03/2024";"13/03/2025";"Ministério da Educação";"Universidade Federal Rural de Pernambuco";"UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO";"Pregão - Registro de Preço";"Bens patrimoniais";"00016/2024";"LETTEL DISTRIBUIDORA DE TELEFONIA LTDA";"07.789.113/0001-67";"Não se aplica";"137.700,00";
"09/03/2024";"19/03/2024";"12/03/2024";"12/09/2024";"Ministério da Educação";"Instituto Federal de São Paulo";"IFSP - CAMPUS BRAGANCA PAULISTA";"Sem Informação";"Outros";"01344/2024";"DIAMOND TERCEIRIZACAO DE SERVICOS LTDA";"48.141.564/0001-70";"Não se aplica";"137.792,16";
"27/03/2024";"01/04/2024";"28/03/2024";"25/07/2024";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL UNIVERSITARIO DA UFJF";"Dispensa de Licitação";"Outros";"00009/2024";"GOEDERT LTDA";"79.846.465/0001-18";"Não se aplica";"137.806,50";
"04/04/2024";"09/04/2024";"04/04/2024";"04/04/2025";"Ministério da Educação";"Instituto Federal Catarinense";"INSTITUTO FEDERAL CATARINENSE - REITORIA";"Pregão - Registro de Preço";"Outros";"00062/2024";"SENAGRO INDUSTRIA E COMERCIO LTDA";"23.280.366/0001-67";"Não se aplica";"137.864,00";
"12/04/2024";"22/04/2024";"12/04/2024";"09/08/2024";"Ministério da Defesa";"Comando do Exército";"DIRETORIA DE FABRICACAO";"Pregão";"Outros";"00002/2024";"BRASAS CONSTRUCOES E ASSOCIADOS LTDA";"45.701.575/0001-70";"Não se aplica";"138.047,14";
"15/01/2024";"17/01/2024";"15/01/2024";"12/07/2024";"Ministério da Educação";"Universidade Federal do Ceará";"UNIVERSIDADE FEDERAL DO CEARA";"Tomada de Preços";"Outros";"00003/2024";"FERRARA SERVICOS DE CONSTRUCOES LTDA";"16.552.800/0001-55";"Não se aplica";"138.651,08";
"15/01/2024";"05/03/2024";"15/01/2024";"15/01/2025";"Ministério da Educação";"Instituto Federal do Mato Grosso";"INST.FED.MATO GROSSO/CAMPUS SORRISO";"Sem Informação";"Serviços";"00001/2024";"J C DE OLIVEIRA SERVICOS LTDA";"13.924.459/0001-23";"Não se aplica";"139.137,12";
"08/03/2024";"19/03/2024";"08/03/2024";"08/10/2024";"Ministério da Defesa";"Comando da Aeronáutica";"BASE AEREA DE NATAL";"Pregão";"Outros";"00005/2024";"MSM COMERCIO SERVICOS CONSTRUCOES E CLIMATIZACOES LTDA";"04.932.503/0001-56";"Não se aplica";"139.293,57";
"01/03/2024";"06/03/2024";"01/03/2024";"01/03/2025";"Ministério do Meio Ambiente";"Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis";"IBAMA-INST.BRAS.DO MEIO AMB.E DOS REC.NAT.REN";"Pregão - Registro de Preço";"Materiais";"00007/2024";"DMD EQUIPAMENTOS LTDA";"37.265.248/0001-94";"Não se aplica";"139.300,00";
"19/03/2024";"25/03/2024";"20/04/2024";"20/02/2025";"Ministério da Defesa";"Comando da Aeronáutica";"GRUPAMENTO DE APOIO DE SAO PAULO";"Pregão";"Outros";"00008/2024";"SYSTEM4YOU TECNOLOGIA EM SISTEMAS DE SEGURANCA LTDA";"29.265.507/0001-59";"Não se aplica";"139.324,00";
